frb_name,ra,dec,dm,snr,telescope,data_source,clean_name,is_repeater,gal_b
FRB20190609D,115.94,51.69,509.5,16.6,CHIME,Vizier_CHIME_Cat1,20190609D,False,28.859332745764736
FRB20190611A,65.54,73.63,187.60000610351562,15.9,CHIME,Vizier_CHIME_Cat1,20190611A,False,16.584494094260577
FRB20190612A,148.16,70.42,427.0,16.6,CHIME,Vizier_CHIME_Cat1,20190612A,False,39.91256657793843
FRB20190612B,222.21,4.31,186.0,10.8,CHIME,Vizier_CHIME_Cat1,20190612B,False,53.8836337928177
FRB20190612C,79.12,61.01,1638.5,38.7,CHIME,Vizier_CHIME_Cat1,20190612C,False,13.014827022840807
FRB20190613A,257.4,18.85,714.9000244140625,18.2,CHIME,Vizier_CHIME_Cat1,20190613A,False,30.623030659826533
FRB20190613B,65.75,42.67,286.29998779296875,37.7,CHIME,Vizier_CHIME_Cat1,20190613B,False,-4.9197258922650215
FRB20190614A,179.79,88.33,1062.699951171875,12.4,CHIME,Vizier_CHIME_Cat1,20190614A,False,28.754334510784446
FRB20190614B,332.86,24.69,580.7000122070312,57.6,CHIME,Vizier_CHIME_Cat1,20190614B,False,-25.40285401995697
FRB20190614C,356.5,35.91,585.5,12.0,CHIME,Vizier_CHIME_Cat1,20190614C,False,-25.100753889904016
FRB20190616A,234.03,34.48,211.89999389648438,14.6,CHIME,Vizier_CHIME_Cat1,20190616A,False,54.13404288781974
FRB20190617A,178.6,83.87,195.6999969482422,27.1,CHIME,Vizier_CHIME_Cat1,20190617A,False,33.05785404632001
FRB20190617B,56.43,1.16,275.0,12.7,CHIME,Vizier_CHIME_Cat1,20190617B,False,-39.45386632277337
FRB20190617C,134.37,35.7,637.2999877929688,14.1,CHIME,Vizier_CHIME_Cat1,20190617C,False,40.07812571323904
FRB20190618A,321.25,25.44,228.10000610351562,33.4,CHIME,Vizier_CHIME_Cat1,20190618A,False,-17.651806933978143
FRB20190619A,165.18,68.37,897.7000122070312,14.3,CHIME,Vizier_CHIME_Cat1,20190619A,False,45.59336379168452
FRB20190619B,231.74,82.15,270.1000061035156,19.7,CHIME,Vizier_CHIME_Cat1,20190619B,False,33.115997271405334
FRB20190619C,38.29,36.33,486.8999938964844,10.2,CHIME,Vizier_CHIME_Cat1,20190619C,False,-22.17137445358923
FRB20190619D,114.79,41.59,375.29998779296875,13.4,CHIME,Vizier_CHIME_Cat1,20190619D,False,26.121981103072073
FRB20190621A,188.22,74.19,197.3000030517578,9.0,CHIME,Vizier_CHIME_Cat1,20190621A,False,42.87610344985929
FRB20190621B,193.14,55.64,1059.5,11.4,CHIME,Vizier_CHIME_Cat1,20190621B,False,61.487529790086604
FRB20190621C,206.57,5.23,571.0,14.4,CHIME,Vizier_CHIME_Cat1,20190621C,False,64.50109868719899
FRB20190621D,270.63,78.89,645.4000244140625,17.4,CHIME,Vizier_CHIME_Cat1,20190621D,False,28.93162652659496
FRB20190622A,298.98,85.81,1120.9000244140625,9.9,CHIME,Vizier_CHIME_Cat1,20190622A,False,25.894152854746025
FRB20190623A,270.48,24.52,1082.0999755859375,9.6,CHIME,Vizier_CHIME_Cat1,20190623A,False,21.274202187695877
FRB20190623B,335.22,46.12,1554.4000244140625,25.3,CHIME,Vizier_CHIME_Cat1,20190623B,False,-9.197054359772407
FRB20190623C,192.31,86.03,1049.800048828125,12.5,CHIME,Vizier_CHIME_Cat1,20190623C,False,31.098062818032833
FRB20190624A,168.32,69.78,973.7000122070312,15.3,CHIME,Vizier_CHIME_Cat1,20190624A,False,45.04819573631395
FRB20190624B,304.65,73.61,215.10000610351562,39.1,CHIME,Vizier_CHIME_Cat1,20190624B,False,20.134830608140707
FRB20190625A,227.91,32.88,297.6000061035156,19.8,CHIME,Vizier_CHIME_Cat1,20190625A,False,59.25127168023556
FRB20190625E,65.54,73.63,187.60000610351562,11.4,CHIME,Vizier_CHIME_Cat1,20190625E,False,16.584494094260577
FRB20190625C,73.2,11.1,441.6000061035156,12.1,CHIME,Vizier_CHIME_Cat1,20190625C,False,-20.143936753014508
FRB20190625D,115.02,4.87,716.5999755859375,36.3,CHIME,Vizier_CHIME_Cat1,20190625D,False,13.03293847260474
FRB20190626A,65.54,73.63,194.10000610351562,11.9,CHIME,Vizier_CHIME_Cat1,20190626A,False,16.584494094260577
FRB20190627A,195.89,0.75,402.79998779296875,9.4,CHIME,Vizier_CHIME_Cat1,20190627A,False,63.461704966002806
FRB20190627B,256.4,40.79,428.6000061035156,56.2,CHIME,Vizier_CHIME_Cat1,20190627B,False,36.73526738072018
FRB20190627C,267.88,71.58,968.9000244140625,49.9,CHIME,Vizier_CHIME_Cat1,20190627C,False,30.35188495495649
FRB20190627D,295.33,43.84,1999.199951171875,12.0,CHIME,Vizier_CHIME_Cat1,20190627D,False,10.207852266559724
FRB20190628A,199.06,51.75,745.7000122070312,10.9,CHIME,Vizier_CHIME_Cat1,20190628A,False,64.93865155491439
FRB20190628B,248.48,80.14,406.0,12.4,CHIME,Vizier_CHIME_Cat1,20190628B,False,32.36466587809755
FRB20190628C,11.52,48.59,1740.4000244140625,10.0,CHIME,Vizier_CHIME_Cat1,20190628C,False,-14.272237160321794
FRB20190629A,6.34,12.67,503.0,10.0,CHIME,Vizier_CHIME_Cat1,20190629A,False,-49.70173525482807
FRB20190630B,328.21,43.01,653.5,48.3,CHIME,Vizier_CHIME_Cat1,20190630B,False,-8.739735999644644
FRB20190630A,331.71,17.37,401.1000061035156,19.4,CHIME,Vizier_CHIME_Cat1,20190630A,False,-30.229556189489525
FRB20190630C,68.38,80.95,1659.5999755859375,10.8,CHIME,Vizier_CHIME_Cat1,20190630C,False,21.780791962111312
FRB20190630D,143.36,8.9,321.8999938964844,19.1,CHIME,Vizier_CHIME_Cat1,20190630D,False,39.91073287328034
FRB20190701A,277.47,59.04,635.7000122070312,12.1,CHIME,Vizier_CHIME_Cat1,20190701A,False,25.723052552466008
FRB20190701B,302.93,80.18,748.9000244140625,15.0,CHIME,Vizier_CHIME_Cat1,20190701B,False,23.404001463867726
FRB20190701C,96.36,81.63,972.0999755859375,11.5,CHIME,Vizier_CHIME_Cat1,20190701C,False,25.87839508791243
FRB20190701D,112.1,66.7,934.9000244140625,34.4,CHIME,Vizier_CHIME_Cat1,20190701D,False,28.380547849262705
FRB20190701E,138.57,61.71,888.0,15.2,CHIME,Vizier_CHIME_Cat1,20190701E,False,40.36987723590827
FRB20200125A,219.13158333,7.7019,179.47,8.1,GBT,Vizier_FRBCAT,20200125A,False,58.426061621365285
FRB20190614D,65.07554167,73.70675,959.2,8.27,VLA,Vizier_FRBCAT,20190614D,False,16.540300545008407
FRB191108,23.44583333,31.85833333,588.1,103.0,Apertif,Vizier_FRBCAT,191108,False,-30.15708027328286
FRB190907.J08+46,122.25,46.26666667,310.9,0.0,CHIME/FRB,Vizier_FRBCAT,190907.J08+46,False,32.25881071669193
FRB190711,329.4195,-80.358,593.1,23.8,ASKAP,Vizier_FRBCAT,190711,False,-33.902272802847904
FRB190611,320.74545833,-79.39758333,321.4,9.3,ASKAP,Vizier_FRBCAT,190611,False,-33.28181503221257
FRB190608,334.01979167,-7.89822222,338.7,16.1,ASKAP,Vizier_FRBCAT,190608,False,-48.52956157818286
FRB190604.J1435+53,218.75,53.28333333,552.7,0.0,CHIME/FRB,Vizier_FRBCAT,190604.J1435+53,False,57.586183354492746
FRB190523,207.065,72.46972222,760.8,11.5,DSA-10,Vizier_FRBCAT,190523,False,44.00194861241551
FRB190417.J1939+59,294.75,59.4,1378.1,0.0,CHIME/FRB,Vizier_FRBCAT,190417.J1939+59,False,17.40588833215791
FRB190303.J1353+48,208.25,48.25,222.4,0.0,CHIME/FRB,Vizier_FRBCAT,190303.J1353+48,False,65.72250263990554
FRB190222.J2052+69,313.0,69.83333333,460.6,0.0,CHIME/FRB,Vizier_FRBCAT,190222.J2052+69,False,15.900360813035478
FRB190212.J18+81,276.0,81.43333333,301.7,0.0,CHIME/FRB,Vizier_FRBCAT,190212.J18+81,False,27.822260164622925
FRB190212.J02+20,33.5,20.06666667,651.1,0.0,CHIME/FRB,Vizier_FRBCAT,190212.J02+20,False,-38.74434181736721
FRB190209.J0937+77,144.25,77.66666667,424.6,0.0,CHIME/FRB,Vizier_FRBCAT,190209.J0937+77,False,34.83062607867049
FRB190208.J1855+46,283.75,46.96666667,579.9,0.0,CHIME/FRB,Vizier_FRBCAT,190208.J1855+46,False,18.896831911213255
FRB190117.J2207+17,331.75,17.38333333,393.3,0.0,CHIME/FRB,Vizier_FRBCAT,190117.J2207+17,False,-30.24561702377035
FRB190116.J1249+27,192.25,27.15,444.0,0.0,CHIME/FRB,Vizier_FRBCAT,190116.J1249+27,False,89.45718940554137
FRB190102,322.41566667,-79.47569444,363.6,14.0,ASKAP,Vizier_FRBCAT,190102,False,-33.49306230897518
FRB181228,92.3485,-45.96733333,354.2,12.0,UTMOST,Vizier_FRBCAT,181228,False,-26.146928637084336
FRB181128.J0456+63,74.0,63.38333333,450.2,0.0,CHIME/FRB,Vizier_FRBCAT,181128.J0456+63,False,12.427693388029054
FRB181123,76.52816667,18.15991667,1812.0,0.0,FAST,Vizier_FRBCAT,181123,False,-13.472838204851982
FRB181119.J12+65,190.5,65.13333333,364.2,0.0,CHIME/FRB,Vizier_FRBCAT,181119.J12+65,False,51.96540414238425
FRB181112,327.34845833,-52.97094167,589.27,19.3,ASKAP,Vizier_FRBCAT,181112,False,-47.698840218314224
FRB181030.J1054+73,163.5,73.73333333,103.5,0.0,CHIME/FRB,Vizier_FRBCAT,181030.J1054+73,False,40.91995903290722
FRB181017.J1705+68,256.25,68.28333333,1281.9,0.0,CHIME/FRB,Vizier_FRBCAT,181017.J1705+68,False,34.82842868622947
FRB181017,331.47841667,-8.84283889,239.97,66.0,UTMOST,Vizier_FRBCAT,181017,False,-46.88160740564136
FRB181016,236.58683333,-25.40905556,1982.8,17.0,UTMOST,Vizier_FRBCAT,181016,False,22.660721356136616
FRB180924,326.10522917,-40.90002778,361.42,194.0,ASKAP,Vizier_FRBCAT,180924,False,-49.41466406247183
FRB180916.J0158+65,29.5,65.73333333,348.8,0.0,CHIME/FRB,Vizier_FRBCAT,180916.J0158+65,False,3.740731795822979
FRB180908.J1232+74,188.0,74.2,195.7,0.0,CHIME/FRB,Vizier_FRBCAT,180908.J1232+74,False,42.86012959597438
FRB180817.J1533+42,233.25,42.2,1006.84,69.9,CHIME/FRB,Vizier_FRBCAT,180817.J1533+42,False,53.9449742204616
FRB180814.J1554+74,238.5,74.01666667,238.32,29.7,CHIME/FRB,Vizier_FRBCAT,180814.J1554+74,False,37.56748883328329
FRB180814.J0422+73,65.5,73.73333333,189.38,24.0,CHIME/FRB,Vizier_FRBCAT,180814.J0422+73,False,16.645876741163523
FRB180812.J0112+80,18.0,80.78333333,802.57,19.8,CHIME/FRB,Vizier_FRBCAT,180812.J0112+80,False,17.94611205247215
FRB180810.J1159+83,179.75,83.11666667,169.134,56.7,CHIME/FRB,Vizier_FRBCAT,180810.J1159+83,False,33.81966004508491
FRB180810.J0646+34,101.5,34.86666667,414.95,17.7,CHIME/FRB,Vizier_FRBCAT,180810.J0646+34,False,14.084169724948513
FRB180806.J1515+75,228.75,75.63333333,739.98,17.5,CHIME/FRB,Vizier_FRBCAT,180806.J1515+75,False,38.36190946631169
FRB180801.J2130+72,322.5,72.71666667,656.2,41.1,CHIME/FRB,Vizier_FRBCAT,180801.J2130+72,False,15.468450584132128
FRB180730.J0353+87,58.25,87.2,849.047,92.4,CHIME/FRB,Vizier_FRBCAT,180730.J0353+87,False,25.14482172214112
FRB180729.J1316+55,199.0,55.53333333,109.61,243.1,CHIME/FRB,Vizier_FRBCAT,180729.J1316+55,False,61.24879230412217
FRB180729.J0558+56,89.5,56.5,317.37,25.2,CHIME/FRB,Vizier_FRBCAT,180729.J0558+56,False,15.470240649882903
FRB180727.J1311+26,197.75,26.43333333,642.07,14.2,CHIME/FRB,Vizier_FRBCAT,180727.J1311+26,False,85.57940439502362
FRB180725.J0613+67,93.25,67.06666667,715.98,34.5,CHIME/FRB,Vizier_FRBCAT,180725.J0613+67,False,21.22624597987124
FRB180714,266.55,-11.76305556,1467.92,22.0,Parkes,Vizier_FRBCAT,180714,False,8.726816959245186
FRB180528,99.7075,-49.89972222,899.3,11.0,UTMOST,Vizier_FRBCAT,180528,False,-22.35295817633258
FRB180525,220.0,-2.2,388.1,27.4,ASKAP,Vizier_FRBCAT,180525,False,50.70575769759893
FRB180515,348.3,-42.24611111,355.2,12.1,ASKAP,Vizier_FRBCAT,180515,False,-64.92956924262248
FRB180430,102.75,-9.95,264.1,28.2,ASKAP,Vizier_FRBCAT,180430,False,-4.615226496027348
FRB180417,186.23333333,14.21666667,474.8,24.2,ASKAP,Vizier_FRBCAT,180417,False,75.68549545159149
FRB180324,94.0,-34.78333333,431.0,9.8,ASKAP,Vizier_FRBCAT,180324,False,-21.882456181367754
FRB180321,8.25,42.03,594.0,8.2,Pushchino,Vizier_FRBCAT,180321,False,-20.710717672929515
FRB180315,293.75,-26.83333333,479.0,10.4,ASKAP,Vizier_FRBCAT,180315,False,-20.846903206068024
FRB180311,322.88925,-57.74075,1570.9,11.5,Parkes,Vizier_FRBCAT,180311,False,-43.71983736699477
FRB180309,321.1825,-33.97902778,263.42,411.0,Parkes,Vizier_FRBCAT,180309,False,-45.43736854334859
FRB180212,215.25,-3.58333333,167.5,18.3,ASKAP,Vizier_FRBCAT,180212,False,52.44636779128889
FRB180131,327.475,-40.68333333,657.7,13.8,ASKAP,Vizier_FRBCAT,180131,False,-50.46703781018048
FRB180130,328.05,-38.56666667,343.5,10.2,ASKAP,Vizier_FRBCAT,180130,False,-51.0739201542766
FRB180128.2,335.5,-60.25,495.9,9.6,ASKAP,Vizier_FRBCAT,180128.2,False,-48.323329464252865
FRB180128.0,209.0,-6.71666667,441.4,12.4,ASKAP,Vizier_FRBCAT,180128.0,False,52.72217984372345
FRB180119,52.325,-12.73333333,402.7,15.9,ASKAP,Vizier_FRBCAT,180119,False,-50.415408524655575
FRB180110,328.25,-35.45,715.7,35.6,ASKAP,Vizier_FRBCAT,180110,False,-51.3159551607724
FRB171216,52.0,-57.06666667,203.1,8.0,ASKAP,Vizier_FRBCAT,171216,False,-49.28694317649263
FRB171213,54.75,-10.93333333,158.6,25.1,ASKAP,Vizier_FRBCAT,171213,False,-47.47528247048467
FRB171209,237.60416667,-46.17222222,1457.4,40.0,Parkes,Vizier_FRBCAT,171209,False,6.244819972677248
FRB171116,52.75,-17.23333333,618.5,11.8,ASKAP,Vizier_FRBCAT,171116,False,-51.9336645815077
FRB171020,333.75,-19.66666667,114.1,19.5,ASKAP,Vizier_FRBCAT,171020,False,-53.49023613514507
FRB171019,334.375,-8.66666667,460.8,23.4,ASKAP,Vizier_FRBCAT,171019,False,-49.23706098441482
FRB171004,179.4,-11.9,304.0,10.9,ASKAP,Vizier_FRBCAT,171004,False,48.84370649041683
FRB171003,187.375,-14.11666667,463.2,13.8,ASKAP,Vizier_FRBCAT,171003,False,48.412857500851295
FRB170922,322.460875,-7.99458056,1111.0,20.0,UTMOST,Vizier_FRBCAT,170922,False,-38.69839673259918
FRB170906,329.95,-19.95,390.3,17.0,ASKAP,Vizier_FRBCAT,170906,False,-50.203138474246785
FRB170827,12.32775,-65.55063889,176.8,110.0,UTMOST,Vizier_FRBCAT,170827,False,-51.576151094867804
FRB170712,339.0,-60.95,312.79,12.7,ASKAP,Vizier_FRBCAT,170712,False,-49.242785348419474
FRB170707,44.75,-57.26666667,235.2,9.5,ASKAP,Vizier_FRBCAT,170707,False,-52.38930320719337
FRB170606,83.5,41.75,247.0,8.3,Pushchino,Vizier_FRBCAT,170606,False,4.791222603622101
FRB170428,326.75,-41.85,991.7,10.5,ASKAP,Vizier_FRBCAT,170428,False,-49.80337569495581
FRB170416,333.25,-55.03333333,523.2,13.0,ASKAP,Vizier_FRBCAT,170416,False,-50.05134596678132
FRB170107,170.825,-5.0,609.5,16.0,ASKAP,Vizier_FRBCAT,170107,False,51.45333486272911
FRB161202,356.0,40.8,291.0,7.1,Pushchino,Vizier_FRBCAT,161202,False,-20.29234229447053
FRB160920,83.5,41.75,1767.0,9.1,Pushchino,Vizier_FRBCAT,160920,False,4.791222603622101
FRB160608,114.175,-40.79777778,682.0,12.0,UTMOST,Vizier_FRBCAT,160608,False,-9.540240779603957
FRB160410,130.35416667,6.08472222,278.0,13.0,UTMOST,Vizier_FRBCAT,160410,False,27.18703058427757
FRB160317,118.44583333,-29.60861111,1165.0,13.0,UTMOST,Vizier_FRBCAT,160317,False,-0.9960451906531966
FRB160206,15.25,41.63,1262.0,7.9,Pushchino,Vizier_FRBCAT,160206,False,-21.206164782718922
FRB160102,339.70416667,-30.18055556,2596.1,16.0,Parkes,Vizier_FRBCAT,160102,False,-60.84735246718299
FRB151230,145.20833333,-3.45138889,960.4,17.0,Parkes,Vizier_FRBCAT,151230,False,34.81969357224763
FRB151206,290.35416667,-4.13166667,1909.8,10.0,Parkes,Vizier_FRBCAT,151206,False,-8.547907060158952
FRB151125,22.75,30.98,273.0,8.5,Pushchino,Vizier_FRBCAT,151125,False,-31.12960723834527
FRB151018,80.25,33.1,570.0,6.2,Pushchino,Vizier_FRBCAT,151018,False,-2.1557060657492624
FRB150807,340.62916667,-55.07833333,266.5,0.0,Parkes,Vizier_FRBCAT,150807,False,-53.59589209232819
FRB150610,161.10833333,-40.08972222,1593.9,18.0,Parkes,Vizier_FRBCAT,150610,False,16.578453670950335
FRB150418,109.14583333,-19.01111111,776.2,39.0,Parkes,Vizier_FRBCAT,150418,False,-3.233272728585934
FRB150215,274.3625,-4.90416667,1105.6,19.0,Parkes,Vizier_FRBCAT,150215,False,5.280919744676788
FRB141216,3.5,41.64,545.0,7.6,Pushchino,Vizier_FRBCAT,141216,False,-20.688475028438173
FRB141113,93.25041667,18.78644444,400.3,8.4,arecibo,Vizier_FRBCAT,141113,False,0.3551991072784251
FRB140514,338.525,-12.31277778,562.7,16.0,Parkes,Vizier_FRBCAT,140514,False,-54.61198553837041
FRB140212,22.75,30.54,910.0,9.2,Pushchino,Vizier_FRBCAT,140212,False,-31.562501087223602
FRB131104,101.04166667,-51.27777778,779.0,30.0,Parkes,Vizier_FRBCAT,131104,False,-21.926276233807627
FRB131030,6.25,39.98,203.0,10.1,Pushchino,Vizier_FRBCAT,131030,False,-22.61014074783302
FRB130729,205.3375,-5.99527778,861.0,14.0,Parkes,Vizier_FRBCAT,130729,False,54.74457552487358
FRB130628,135.75833333,3.43777778,469.88,29.0,Parkes,Vizier_FRBCAT,130628,False,30.65562600028603
FRB130626,246.775,-7.46333333,952.4,21.0,Parkes,Vizier_FRBCAT,130626,False,27.4202548316999
FRB121102,83.0375,33.08694444,557.0,14.0,arecibo,Vizier_FRBCAT,121102,False,-0.22513458834140476
FRB121029,3.0,42.06,732.0,7.3,Pushchino,Vizier_FRBCAT,121029,False,-20.21473586791656
FRB121002,273.69583333,-85.19805556,1629.18,16.0,Parkes,Vizier_FRBCAT,121002,False,-26.264679394442663
FRB120127,348.775,-18.42722222,553.3,11.0,Parkes,Vizier_FRBCAT,120127,False,-66.20369137120876
FRB110703,352.7125,-2.87333333,1103.6,16.0,Parkes,Vizier_FRBCAT,110703,False,-59.01908347386137
FRB110626,315.92916667,-44.73861111,723.0,11.0,Parkes,Vizier_FRBCAT,110626,False,-41.752178540088636
FRB110523,326.3,-0.16027778,623.3,42.0,GBT,Vizier_FRBCAT,110523,False,-37.823423363705
FRB110220,338.65833333,-12.39583333,944.38,49.0,Parkes,Vizier_FRBCAT,110220,False,-54.76629630266955
FRB110214,20.32083333,-49.78638889,168.9,13.0,Parkes,Vizier_FRBCAT,110214,False,-66.62883602046358
FRB090625,46.94583333,-29.92666667,899.55,30.0,Parkes,Vizier_FRBCAT,090625,False,-60.03030493907262
FRB010724,19.525,-75.205,375.0,23.0,Parkes,Vizier_FRBCAT,010724,False,-41.80506615606608
FRB010621,283.02083333,-8.49305556,745.0,16.3,Parkes,Vizier_FRBCAT,010621,False,-4.003816389462417
FRB010312,81.72875,-64.93866667,1187.0,11.0,Parkes,Vizier_FRBCAT,010312,False,-33.29558395345403
FRB010305,74.33125,-52.60685222,350.0,10.2,Parkes,Vizier_FRBCAT,010305,False,-38.34524690884032
FRB010125,286.72083333,-40.62055556,790.0,17.0,Parkes,Vizier_FRBCAT,010125,False,-20.020649819539475
200428,293.7,26.1,332.8,,STARE2/CHIME,Galactic Magnetar,nan,False,2.882531851449135
20220610A,347.8,-45.5,1458.0,,ASKAP,Deepest_Event,nan,False,-62.912514407711534
